LINEA;GRUPO;DETALLE;CODIGO;SOCOFAR;STOCK;COSTO;PNETO;PRECIO;VALORIZADO
LOREAL;0177 TINTURA PARA EL CABELLO;PREFE. 1    NEGRO;799276;251195;3;4200;6681;7.950;12.600
LOREAL;0177 TINTURA PARA EL CABELLO;PREFE. 6/11 RUB.OS.CE.PRO;799293;134473;4;4200;5798;6.900;16.800
LOREAL;0177 TINTURA PARA EL CABELLO;PREFE. 6/34 RUB.OS.DO.COB;799294;276113;3;4200;5798;6.900;12.600
LOREAL;0177 TINTURA PARA EL CABELLO;PREFE. 9    RUB.MUY CL.NA;799307;134491;3;4354;5798;6.900;13.062
LOREAL;0183 COSMETICOS;COLORAMA ATREVIDA ESMALTE;799058;260846;5;913;1261;1.500;4.565
LOREAL;0183 COSMETICOS;COLORAMA NOITE QUENTE;799137;260848;2;873;1092;1.300;1.746
LOREAL;0183 COSMETICOS;COLORAMA PURO GLAMOUR 8ML.;799135;260847;3;1054;1092;1.300;3.162
LOREAL;0183 COSMETICOS;MAYB.ESM.COLORAMA  ROSA CRISTAL;799148;120205;1;1146;1429;1.700;1.146
LOREAL;0183 COSMETICOS;MAYB.MASCARA GREAT LASH NEGRA;799638;121692;7;2318;3529;4.200;16.226
LOREAL 2;;BI-O (M) SP INTENS SECO 150ML;910072;274997;5;1921;2815;3.350;9.605
LOREAL 2;;DELINEADOR OJOS MAYBE.U/BLACK;910188;0;1;2043;2941;3.500;2.043
LOREAL 2;;ELVI. REP. TOTAL 5 ACOND X 370 ML;910180;0;1;2316;3529;4.200;2.316
LOREAL 2;;ELVI. SHAMPOO GLYCOLIC GLOSS 370 ML;910203;0;4;2124;3361;4.000;8.496
LOREAL 2;;ELVIV. ACO.REP.TOT. EXT. X 370ML;910207;0;4;2124;3319;3.950;8.496
LOREAL 2;;ELVIVE ACO. HIDRA RE. 370 ML;910197;0;5;2124;3529;4.200;10.620
LOREAL 2;;ELVIVE ACO.HIDRA-EQUILI S/SAL X 370ML;910198;0;1;2732;3697;4.400;2.732
LOREAL 2;;ELVIVE COLOR VIVE ACOND PROTECTOR X 370 ML;910174;0;4;2134;3529;4.200;8.536
LOREAL 2;;ELVIVE CR. PEINAR HIDRA 300ML;910196;0;2;2124;3782;4.500;4.248
LOREAL 2;;ELVIVE CR/PEINAR OLEO EXT RIZOS;910078;275714;1;2720;3571;4.250;2.720
LOREAL 2;;ELVIVE DREAM LONG ACOND RECOSNTRUCTOR X 370 ML;910175;0;1;2124;3529;4.200;2.124
LOREAL 2;;ELVIVE DREAM LONG LISS ACOND SUPER LISS X 370 ML;910176;0;3;2110;3109;3.700;6.330
LOREAL 2;;ELVIVE DREAM LONG RECONSTRUCTOR SH 370;910169;0;2;2272;3613;4.300;4.544
LOREAL 2;;ELVIVE HIDRA HIALURONICO SHAMPOO HIDRA RELLENADOR X 370 ML;910179;0;1;2124;3193;3.800;2.124
LOREAL 2;;ELVIVE HIDRA/HIALU.ACON.X 680ML;910205;0;1;2750;4370;5.200;2.750
LOREAL 2;;ELVIVE OLEO EXTRA.ACON. RIZOZN DEF. X 370ML;910195;0;5;2707;3529;4.200;13.535
LOREAL 2;;ELVIVE REPARACION TOTAL 5 SH. 370 ML;910171;0;6;2493;3529;4.200;14.958
LOREAL 2;;ELVIVE SHAMPOO GLYCOLIC GLOSS 370 ML;910204;0;4;2124;3361;4.000;8.496
LOREAL 2;;ELVIVE SHAMPOO HIALURONIC PURE 400 ML;910201;0;-1;1900;3613;4.300;-1.900
LOREAL 2;;ELVIVE TRAT/ SERUN DREAM X 100ML;910206;0;7;3672;5378;6.400;25.704
LOREAL 2;;ELVIVE.SH.OLEO EXT. X 370ML;910181;0;4;2055;3529;4.200;8.220
LOREAL 2;;EXC.CRE. 6.17 RUBIO OSC.CEN.MATTE;910159;0;2;4269;5840;6.950;8.538
LOREAL 2;;EXC.CRE.9.17 RUBIO MUYBCLA. CENIZ. MATTE;910161;0;3;4215;5840;6.950;12.645
LOREAL 2;;LOREAL AG.MIC.BIFASICA 5/1 T/P X 200ML;910163;0;1;3097;6555;7.800;3.097
LOREAL 2;;ROREAL REVITALIFT GEL LIMP.HIDRA.;910202;0;1;4000;6303;7.500;4.000
LOREAL 2;0162 DESODORANTES CORPORALES;BI-O DES. SP EXTREME ICE MEN 150ML;910082;261860;1;1496;2437;2.900;1.496
LOREAL 2;0177 TINTURA PARA EL CABELLO;PREFE 7.13;910103;274466;5;5060;6555;7.800;25.300
LUMIERE (ANDROMACO);;CARBAMAZEPINA (B) 200MG X 30;15996;0;4;706;1891;2.250;2.824
LUMIERE (ANDROMACO);;D VIDAMAX SUSP. 50.000UI X 4 FRAS.;15991;0;1;17950;23697;28.200;17.950
LUMIERE (ANDROMACO);;DICLOFENACO SOD. 100MG X 8CAP;15997;0;15;400;1092;1.300;6.000
LUMIERE (ANDROMACO);;DVIDA 800UI X 35 CAP;15984;0;1;7075;10714;12.750;7.075
LUMIERE (ANDROMACO);;DVIDAMAX  POLVO SUSP50000UI;15971;287867;1;5937;10756;12.800;5.937
LUMIERE (ANDROMACO);;TRIOX FTE 550MG X 10COM;15995;0;5;854;2101;2.500;4.270
LUMIERE (ANDROMACO);0001 ANTIBIOTICOS ORALES;#QUINOBIOT 750 MG X 7 12/;15832;254532;1;6271;9412;11.200;6.271
LUMIERE (ANDROMACO);0004 ANTIMICOTICOS;FITTIG TALCO 100GR.;15816;278341;2;2601;3782;4.500;5.202
LUMIERE (ANDROMACO);0023 OTROS DIGESTIVOS;FLAPEX E CAP X 20UN;15846;67006;2;3237;4622;5.500;6.474
LUMIERE (ANDROMACO);0025 LAXANTES;LAX 3350 X 7 SOBRES.;15895;268045;2;6947;11345;13.500;13.894
LUMIERE (ANDROMACO);0026 CALCIOTERAPIA;MASTELCAL CALUGAS X 60;15887;0;32;5997;8034;9.560;191.904
LUMIERE (ANDROMACO);0037 ANTIANEMICOS;MALTOFER 100ML.JBE.;15226;15226;1;12780;15294;18.200;12.780
LUMIERE (ANDROMACO);0037 ANTIANEMICOS;MALTOFER X 30 COMP.MAST.;15214;15214;2;9440;14118;16.800;18.880
LUMIERE (ANDROMACO);0040 ANALG GENERAL;COLMAX COM.125MG.10;15478;13156;14;843;2101;2.500;11.844
LUMIERE (ANDROMACO);0043 ANALG FEMENINOS;PREDUAL X 10 COMP.;15485;13224;8;769;1471;1.750;6.152
LUMIERE (ANDROMACO);0044 ANALG TOPICOS;SALONPAS PARCHE X10;15911;67151;12;1083;2521;3.000;12.996
LUMIERE (ANDROMACO);0060 ANTIVARICOSOS;VENARTEL 500MG.X 60COMP.;15636;15407;1;14300;39664;47.200;14.300
LUMIERE (ANDROMACO);0083 POMADA COCEDURAS;D HIPOGLOS POM. X 72 GR;15987;0;1;3524;5588;6.650;3.524
LUMIERE (ANDROMACO);0083 POMADA COCEDURAS;HIPOGLOS PDA. X 20GR.;15015;278059;1;1174;3109;3.700;1.174
LUMIERE (ANDROMACO);0083 POMADA COCEDURAS;VITA-POVIN POM X 20GR.;15856;67018;4;1392;2689;3.200;5.568
LUMIERE (ANDROMACO);0083 POMADA COCEDURAS;VITA-POVIN POM.10GR.1     (60);15855;67409;4;943;1429;1.700;3.772
LUMIERE (ANDROMACO);0157 ACCESORIO PODOLOGIA;FITTIG TALCO P/PIES 200gr;15068;13243;3;3271;4454;5.300;9.813
M B H;0099 ACCESORIOS ORTOPEDICOS;HUB FAJA 3 BANDAS T-L;808049;182129;1;4699;7143;8.500;4.699
M B H;0099 ACCESORIOS ORTOPEDICOS;HUB RODILLERA NEOPR.C/S T-L;808044;182136;2;4213;7269;8.650;8.426
M B H;0099 ACCESORIOS ORTOPEDICOS;HUB. PARC. CALLID. CENTRAL X 6;808041;250180;17;961;1933;2.300;16.337
MAAM COMPANY S.A;0180 CREMA DE BELLEZA;MA.AM CR. PRENATAL 110gr.;792008;154101;1;11850;15420;18.350;11.850
MAVER S.A.;;ALL OUT PIOJOS SP X 120ML;72379;0;2;3966;5630;6.700;7.932
MAVER S.A.;;DISFRUTA PVO.CLAS. X 100GE;72375;0;4;1267;2479;2.950;5.068
MAVER S.A.;;DISFRUTA PVO.LIMON X 100GR;72374;0;5;1383;2353;2.800;6.915
MAVER S.A.;;DOLORUB CR. 5% X 60GR;72373;0;4;2359;4454;5.300;9.436
MAVER S.A.;;DOLORUB PARCHE DERMICO;72351;0;3;1412;2269;2.700;4.236
MAVER S.A.;;DOLORUD GEL POMO C/APLIC X 60GR;72352;0;1;2553;4454;5.300;2.553
MAVER S.A.;;ENERDAY FTE.BERRY X 60ML;72376;0;3;1060;1513;1.800;3.180
MAVER S.A.;;ENERDAY FUERTE PIÑA 60 ML;72389;0;4;1102;1513;1.800;4.408
MAVER S.A.;;GASTRO ALIV  SUSP. 480 ML;72387;0;1;5810;7353;8.750;5.810
MAVER S.A.;;GASTROALIV 240ML S.O;72355;0;1;3096;6134;7.300;3.096
MAVER S.A.;;IMECOL ADULTO X 16 COMP;72348;0;7;2314;3908;4.650;16.198
MAVER S.A.;;LEBLON F-6 AC.BRONC. X 220ML;72370;0;2;3579;5294;6.300;7.158
MAVER S.A.;;NENEGLÓS  X 20 GR;72342;0;2;898;1933;2.300;1.796
MAVER S.A.;;ORAL FRESH  ZERO 7EN1 250 ML;72383;0;2;852;2017;2.400;1.704
MAVER S.A.;;ORAL FRESH KIDS TUTTI  FRUTTIX 250ML;72338;0;6;880;2185;2.600;5.280
MAVER S.A.;;ORAL FRESH MENTA FUERTE 500ML;72318;280756;3;2513;3782;4.500;7.539
MAVER S.A.;;TAPSIN FLU DN X 18;72356;0;10;1390;3151;3.750;13.900
MAVER S.A.;;TAPSIN FTE X 30COM FCO;72386;0;4;1900;2605;3.100;7.600
MAVER S.A.;;TAPSIN GTS.100MG/ML.15ML;72362;0;4;1706;3025;3.600;6.824
MAVER S.A.;;TAPSIN INF. 160MG X 16COM;72380;0;8;950;2521;3.000;7.600
MAVER S.A.;;TAPSIN M MIGRAÑA 10 COMP;72324;0;9;891;2269;2.700;8.019
MAVER S.A.;;TAPSIN SC PVO.LIMON X 20SOBRES;72369;0;2;3183;5798;6.900;6.366
MAVER S.A.;;YES! HOT GEL LUBR. X 40ML;72377;0;4;2832;6050;7.200;11.328
MAVER S.A.;;YES! ICE GEL LUBR/EST.40;72365;0;4;3260;6050;7.200;13.040
MAVER S.A.;0018 TRANQUILIZANTES;ARMONYL C/MANZAN.GTS 30 ML...;72240;255385;3;1394;4538;5.400;4.182
MAVER S.A.;0018 TRANQUILIZANTES;ARMONYL DIA CAP X 20;72059;263332;3;1090;2941;3.500;3.270
MAVER S.A.;0018 TRANQUILIZANTES;ARMONYL GOT.40ML.;72066;72066;3;1365;2605;3.100;4.095
MAVER S.A.;0018 TRANQUILIZANTES;ARMONYL NOCHE X 20CAP;72239;268069;6;1149;3782;4.500;6.894
MAVER S.A.;0019 ANTIACIDOS;DISFRUTA LIMON SOB. X 60;72138;271509;74;59;168;200;4.366
MAVER S.A.;0019 ANTIACIDOS;DISFRUTA NORMAL SOB. X 60;72196;271508;21;74;168;200;1.554
MAVER S.A.;0020 ANTIULCEROSOS;MULCATEL SUS.10% 200ML.;72062;72062;2;6892;13235;15.750;13.784
MAVER S.A.;0021 ANTIDIARREICOS;BIOFLORA CAP;72232;277284;3;4695;9832;11.700;14.085
MAVER S.A.;0021 ANTIDIARREICOS;BIOFLORA SBR.250mg.X 5;72156;0;3;4189;7731;9.200;12.567
MAVER S.A.;0025 LAXANTES;FIBRASOL PVO.NARJ.200GR.;72080;268516;1;5818;10756;12.800;5.818
MAVER S.A.;0025 LAXANTES;FIBRASOL SBR.NARJ. 18;72079;72079;2;4750;6975;8.300;9.500
MAVER S.A.;0031 ANTIGRIPALES;TAPSIN ANALGESICO NOCHE (300);72037;72198;75;178;504;600;13.350
MAVER S.A.;0031 ANTIGRIPALES;TAPSIN CAL. DIA LIMONADA (60);72083;72083;3;348;504;600;1.044
MAVER S.A.;0031 ANTIGRIPALES;TAPSIN CAL. LIMONADA DIA PLUS (30);72264;72202;64;332;504;600;21.248
MAVER S.A.;0031 ANTIGRIPALES;TAPSIN CAL. NOCHE LIMONADA (60);72115;72115;4;348;504;600;1.392
MAVER S.A.;0031 ANTIGRIPALES;TAPSIN CAL. NOCHE PLUS(30);72265;72203;90;332;504;600;29.880
MAVER S.A.;0031 ANTIGRIPALES;TAPSIN DIA-NOCHE PLUS X 18CAP.;72206;254625;11;1300;3151;3.750;14.300
MAVER S.A.;0040 ANALG GENERAL;OBLEAS CHINAS  5     (40);72015;274629;24;542;1429;1.700;13.008
MAVER S.A.;0040 ANALG GENERAL;TAPSIN 500 X 24;72036;256301;10;716;1513;1.800;7.160
MAVER S.A.;0040 ANALG GENERAL;TAPSIN ANALGESICO ROJO (300);72057;72119;31;181;504;600;5.611
MAVER S.A.;0040 ANALG GENERAL;TAPSIN FORTE X 20COMP.R.;72251;258320;6;1158;2605;3.100;6.948
MAVER S.A.;0040 ANALG GENERAL;TAPSIN-SC X 16;72212;266050;11;499;1261;1.500;5.489
MAVER S.A.;0043 ANALG FEMENINOS;TAPSIN MUJER 500G X 12;72249;259891;14;814;1345;1.600;11.396
MAVER S.A.;0044 ANALG TOPICOS;DOLORUB CR. X 45 GR.;72340;0;1;1789;3109;3.700;1.789
MAVER S.A.;0044 ANALG TOPICOS;DOLORUB PARCHE POROSO C/HILOS DE COBRE;72335;0;7;1278;2689;3.200;8.946
MAVER S.A.;0045 ANESTESICOS LOCALES;PROLONG-1000 SP.;72030;72030;2;4774;7017;8.350;9.548
MAVER S.A.;0052 ANTIHEMORROIDAL;PROCTOGEL CREMA POMO 30GR;72104;72104;4;6287;10000;11.900;25.148
MAVER S.A.;0063 COLUTORIOS/PASTAS;ORALGENE SOL. 500ml.;72118;72118;3;4717;9664;11.500;14.151
MAVER S.A.;0063 COLUTORIOS/PASTAS;ORALGENE SOL.0.12% 120ML;72107;72107;1;2237;6050;7.200;2.237
MAVER S.A.;0170 ENJUAGUES BUCALES;ORAL FRESH ENJ. MENTA FRESCA 250ML;72291;72217;9;903;2227;2.650;8.127
MAVER S.A.;0170 ENJUAGUES BUCALES;ORAL FRESH MENTA FRES 500ML;72321;0;2;2325;3782;4.500;4.650
MAVER S.A.;0180 CREMA DE BELLEZA;LECHUGA PETALOS DESM.x50;72308;105391;3;1824;2479;2.950;5.472
MAVER S.A.;0180 CREMA DE BELLEZA;LECHUGA SOFT CR. 50ML.;72303;105276;3;1456;2101;2.500;4.368
MED JHONSONS;;LUBRIDERM MEN CR 3EN1 X 400ML;814017;0;2;4933;7143;8.500;9.866
MED JHONSONS;;PAMPERS CONFORT M X 20;814016;0;8;2997;4118;4.900;23.976
MEDIPHARM S.A.;;GESIDOL COM.1G.20;128205;0;1;1990;4118;4.900;1.990
MEDIPHARM S.A.;0023 OTROS DIGESTIVOS;AERO-GASTROL 20 CAPS.;128011;27130;4;3076;5042;6.000;12.304
MEDIPHARM S.A.;0029 ANTIALERGICOS;DEUCOALER X 30 COMP.;128111;254671;1;2100;4118;4.900;2.100
MEDIPHARM S.A.;0029 ANTIALERGICOS;FINDALER  10MG.X 30COMP.;128056;27175;10;2246;5798;6.900;22.460
MEDIPHARM S.A.;0052 ANTIHEMORROIDAL;GESIPROCT CREMA 30 GRS;128160;0;5;3411;7143;8.500;17.055
MEDSTYLE;;BOLSA DE HIELO;905003;0;5;4400;5798;6.900;22.000
MEDSTYLE;;PARCHE CURITA INFANT. X 40UN;905004;0;13;1500;1975;2.350;19.500
MEDSTYLE;;SPORT TAPE 3.8 CM X 10MT X1UN;905005;0;12;2100;2941;3.500;25.200
MENTHOLATUM;;MENTHO. LAB.MED GEL X15ML;14065;0;4;1590;2311;2.750;6.360
MENTHOLATUM;0044 ANALG TOPICOS;CALORUB FORTE 35 GR.;14005;14037;8;2840;5630;6.700;22.720
MENTHOLATUM;0044 ANALG TOPICOS;CALORUB POMO 35gr.;14001;252177;4;2770;5672;6.750;11.080
MENTHOLATUM;0045 ANESTESICOS LOCALES;ANALGESICO DENT.MENTH.3.;14010;14020;5;4297;6723;8.000;21.485
MENTHOLATUM;0068 DESCONG TOPICO;MENTHOLATUM INH.NASAL;14009;14009;16;2354;3361;4.000;37.664
MENTHOLATUM;0068 DESCONG TOPICO;MENTHOLATUM LATA 12GRS.;14052;271005;7;491;1176;1.400;3.437
MENTHOLATUM;0068 DESCONG TOPICO;MENTHOLATUM UNG POTE 30 GR;14061;0;5;1883;2899;3.450;9.415
MENTHOLATUM;0068 DESCONG TOPICO;MENTHOLATUM UNG.LATA 18GR;14006;14006;4;741;1975;2.350;2.964
MENTHOLATUM;0068 DESCONG TOPICO;MENTHOLATUM UNG.LATA 36GR (+MENTH 5GRS);14007;14007;2;1897;2941;3.500;3.794
MERCK;;BION 3 PACK 30+30;11284;0;3;13830;18824;22.400;41.490
MERCK;;BION 3 SENIORS X 30 COMP;11271;277257;1;8535;13697;16.300;8.535
MERCK;;NEUROBION DC 10.000 X 3 AMP;11274;0;1;12763;15882;18.900;12.763
MERCK;0009 DIABETICOS;GLAFORNIL  XR 500MG.30COM.;11180;11172;2;7070;10000;11.900;14.140
MERCK;0009 DIABETICOS;GLAFORNIL 1000MG.X 30COM.;11120;11149;1;12053;15672;18.650;12.053
MERCK;0009 DIABETICOS;GLAFORNIL COM.850MG.30;11084;11084;2;8708;11765;14.000;17.416
MERCK;0009 DIABETICOS;GLAFORNIL XR 1000 X 30 COMP.;11216;260015;1;12984;18479;21.990;12.984
MERCK;0009 DIABETICOS;GLAFORNIL XR COM 750MG.30;11203;254866;3;12431;20084;23.900;37.293
MERCK;0021 ANTIDIARREICOS;VIVERA PVO 2 GRS  X  8 SOBRES;11267;274650;3;7883;10882;12.950;23.649
MERCK;0040 ANALG GENERAL;DOLO NEUROBIONTA GRA. 20;11010;11010;3;9899;13866;16.500;29.697
MERCK;0080 DERMO OTROS;LACTIBON FEM. LOC. 240ML.;11254;265332;1;5637;7773;9.250;5.637
MERCK;0088 TIROIDEOS;EUTIROX 100MG X 50COMP.;11196;253753;3;6110;9790;11.650;18.330
MERCK;0088 TIROIDEOS;EUTIROX 200MG X 50COMP.;11198;11171;1;13885;17227;20.500;13.885
MERCK;0088 TIROIDEOS;EUTIROX 25mcg.X 50comp.;11138;11138;2;5982;9664;11.500;11.964
MERCK;0088 TIROIDEOS;EUTIROX 50 x 50 comp;11100;11100;4;7129;10000;11.900;28.516
MERCK;0088 TIROIDEOS;EUTIROX 88MG X 50COMP.;11215;258490;3;7781;11681;13.900;23.343
MERCK;0088 TIROIDEOS;EUTIROX COM. 75MCG. 50;11092;11092;3;8118;10756;12.800;24.354
MERCK;0088 TIROIDEOS;EUTIROX COM.100MCG.100;11017;11017;3;10970;14412;17.150;32.910
MERCK;0088 TIROIDEOS;EUTIROX COM.125MCG. 50;11093;11093;1;9720;15084;17.950;9.720
MERCK;0088 TIROIDEOS;THYROZOL 10MG X 50COMP;11204;11158;1;20220;30420;36.200;20.220
MERCK;0149 PROBIOTICOS;BION BB GOTAS 5,3 GRS;11268;272596;2;12750;17353;20.650;25.500
MERCK;0158 SUPLEMENTOS DIETARIOS;BION 3 MINI X 30 COMP;11212;258595;1;8993;12521;14.900;8.993
MERCK;0158 SUPLEMENTOS DIETARIOS;BION 3 X 30comp.;11119;11161;3;9163;12437;14.800;27.489
MERCK;0158 SUPLEMENTOS DIETARIOS;CEBION 1000 COM.EFV.10;11003;11003;1;2460;3445;4.100;2.460
MINTLAB;;AC.ACETIL.BE. 100MG X 100COMP;193241;0;5;761;2353;2.800;3.805
MINTLAB;;ACIFIN X 10COMP.;193213;0;7;557;1513;1.800;3.899
MINTLAB;;AMLODIPINO 10MG X 60COM;193252;0;6;1836;3193;3.800;11.016
MINTLAB;;BLONAX 125*10comp.;193068;193068;3;710;1807;2.150;2.130
MINTLAB;;BROMFIN JBE. 8MG/5ML X 100ML;193225;0;8;1556;3782;4.500;12.448
MINTLAB;;BRONTEC JBE 125 ML.;193196;268660;13;827;3277;3.900;10.751
MINTLAB;;BUCOGERM TOS X 10 COMP;193180;251832;28;957;1891;2.250;26.796
MINTLAB;;BUTON 10COMP.;193030;193030;7;1387;2437;2.900;9.709
MINTLAB;;CREMINEM B 15GR.cr.;193059;193079;3;2790;4160;4.950;8.370
MINTLAB;;CREMINEM CR.DERM.1%20gr.;193050;193078;3;1387;2605;3.100;4.161
MINTLAB;;DOCIVIN 10MG X 30 CAPS.;193202;263906;5;1817;3782;4.500;9.085
MINTLAB;;DOCIVIN GOTAS 15ML;193186;253807;5;1555;3992;4.750;7.775
MINTLAB;;DONTER CR. 1% 15GR.;193194;256642;6;1520;3109;3.700;9.120
MINTLAB;;ELITIRAN GOTAS;193178;251768;3;2097;3361;4.000;6.291
MINTLAB;;FACIMIN SOL NASAL;193175;193108;3;3255;7269;8.650;9.765
MINTLAB;;FORTOTAL ACTIVE X 30 CAPS;193205;271033;4;2275;4202;5.000;9.100
MINTLAB;;GENIOL 500 MG X 20 COMP.;193255;0;29;395;1008;1.200;11.455
MINTLAB;;GENIOL FLU X 100ML;193247;0;5;2740;4202;5.000;13.700
MINTLAB;;JULIETTE X 21COM;193256;0;2;3850;6261;7.450;7.700
MINTLAB;;LISOVIR CR.5% 15GR.;193199;193061;4;1096;3613;4.300;4.384
MINTLAB;;METOCLOPRAMIDA 10MG X 24COM.;193250;0;5;435;1218;1.450;2.175
MINTLAB;;MINTA VIT-C 100 MG X 100 COMP.;193257;0;11;495;1681;2.000;5.445
MINTLAB;;MINTAVIT C 500MG X 30COM MAST;193258;0;12;783;2395;2.850;9.396
MINTLAB;;NAPROXENO SODICO 550MG X 10COM;193236;0;17;718;1933;2.300;12.206
MINTLAB;;NIPOLEN 2.5mg/5ml.120ml.;193079;268736;6;1403;3529;4.200;8.418
MINTLAB;;PLAZOLIT 5 MG/ML GOTAS X 15 ML;193249;0;2;1393;2479;2.950;2.786
MINTLAB;;PROSTALIC 0.4 MG X 30 COMP. LP;193221;0;2;4850;7479;8.900;9.700
MINTLAB;;RELATENE COM 100MG  X 20COMP.;193207;254475;8;1507;3782;4.500;12.056
MINTLAB;;RINOSTERYL SOL.NASAL X 30ML.;193164;193113;5;2853;3908;4.650;14.265
MINTLAB;;SAGRAS (ORLISTAT) 120MG X 42 CAP;193234;0;2;11129;19748;23.500;22.258
MINTLAB;;SAGRAS CAP. 120MG 105 .;193201;258971;2;22470;33529;39.900;44.940
MINTLAB;;TERBINAFINA 250MG X 30COMP;193245;0;4;3063;8403;10.000;12.252
MINTLAB;;TULOX AD.JBE.100ML.(OXOLAMINA);193026;193026;6;1890;3613;4.300;11.340
MINTLAB;;TULOX JBE.INF.100ML.(OXOLAMINA);193025;193025;13;2210;3655;4.350;28.730
MINTLAB;;ULTRIMIN 10comp.REC;193032;193032;10;544;1353;1.610;5.440
MINTLAB;;ZONIX 7.5MG.X30COMP.REC;193064;193115;25;1130;4160;4.950;28.250
MINTLAB;0004 ANTIMICOTICOS (hongo);SORIDERMAL CR.DER.2% 20gr;193012;193084;1;1990;3487;4.150;1.990
MINTLAB;0029 ANTIALERGICOS;COOLIPS 10mg.X 10comp.REC;193043;193088;5;1682;3361;4.000;8.410
MINTLAB;0029 ANTIALERGICOS (ALERGIA);NEOHYSTICLAR 5MG X 30COMP;193182;251267;8;990;3109;3.700;7.920
MINTLAB;0029 ANTIALERGICOS (ALERGIA);NEOHYSTICLAR JBE.2.5MG/ML 60ML;193181;268735;12;2998;4958;5.900;35.976
MINTLAB;0032 ANTITUSIVOS;MINTAMOX 15MG  100ML;193055;193055;35;1466;2521;3.000;51.310
MINTLAB;0032 ANTITUSIVOS;MINTAMOX 30mg.X 100ml.;193049;193049;6;1500;2857;3.400;9.000
MINTLAB;0040 ANALG GENERAL;PYRIPED 400 X 20 COMP.REC;193021;263909;4;1514;3613;4.300;6.056
MINTLAB;0040 ANALG GENERAL;PYRIPED SUSP INF. 100MG/5MG X 100ML;193020;193020;2;1510;3529;4.200;3.020
MINTLAB;0040 ANALG GENERAL;PYRIPED SUSP.FTE 200MG/5ML X 100ML;193066;268737;4;1600;3866;4.600;6.400
MINTLAB;0040 ANALG GENERAL;RELATENE 50MG.X 10CAP.;193027;193027;3;1500;2017;2.400;4.500
MINTLAB;0044 ANALG TOPICOS;DICOGEL 1.16%30GR.CR.;193076;193076;4;1130;2857;3.400;4.520
MINTLAB;0101 AEROCAMARAS;AEROCAMARA UNIVER. PED./AD.;193200;260997;9;1605;3613;4.300;14.445
MINTLAB;0226 Analges Antitermicos / Antiinf;ADESNA 500MG X 10COMP.;193171;31069;5;852;1849;2.200;4.260
MINTLAB;0226 Analges Antitermicos / Antiinf;GENIOL GTS 100MG/ML 15ML;193209;256767;5;1255;2101;2.500;6.275
MINTLAB;0226 Analges Antitermicos / Antiinf;GENIOL-P FLU DN 20COMP.;193190;254298;6;1303;2773;3.300;7.818
MINTLAB;0226 Analges Antitermicos / Antiinf;GENIOL-P INF.80mg.x16com.;193073;193095;6;625;1639;1.950;3.750
MINTLAB;0226 Analges Antitermicos / Antiinf;GENIOL-P LIMONADA DIA X 30;193188;260733;51;201;378;450;10.251
MINTLAB;0226 Analges Antitermicos / Antiinf;GENIOL-P LIMONADA NOCHE X 30;193189;260734;60;199;378;450;11.940
MUNNICH;;F.SET CURITA CLAS.PIEL 20;221018;0;5;578;1681;2.000;2.890
MUNNICH;;F.SET GASA ESTER 5X5 CM X 10 UN;221019;0;15;799;1597;1.900;11.985
MUNNICH;;JER MUNCARE L.LOK 3 ML S/AG;221024;0;12;100;210;250;1.200
MUNNICH;;JER MUNCARE L.SLIP 5 ML 21GX1-1/2;221023;0;39;44;252;300;1.716
MUNNICH;0155 PRIMEROS AUXILIOS;F.SET CINT.PLAST.2.5X9.1;221009;254724;2;965;2101;2.500;1.930
MYLAN S.A.;;CASEN ENEMA INFANTL X 66ML;74037;0;3;2458;5798;6.900;7.374
MYLAN S.A.;;LEVITIRACETAM 1000MG X 30COM/REC;74038;0;3;4190;9664;11.500;12.570
NATURAL 7;;MAGNESIO 400 X 60 COMP.;810075;0;4;1954;3697;4.400;7.816
NATURAL 7;;REGENNERA X 90 CAP;810093;0;4;3115;6218;7.400;12.460
NATURAL 7;;S.L.PROPOLEO TUTTI-FRUT.KID S X 30ML;810104;0;6;1113;2101;2.500;6.678
NATURAL 7;0236 PROPOLEO;PROPOLEO + VITAMINA C JABE;810013;0;1;1370;2773;3.300;1.370
NESTLE CHILE S.A.;;NESTUM 5 CEREAL 6 MESES 250G;126450;0;5;1576;2437;2.900;7.880
NESTLE CHILE S.A.;;NIDAL CONTINUACION  6 A 12 MES. X 800 GRS.;126449;0;4;8798;12437;14.800;35.192
NESTLE CHILE S.A.;;NIDO 1+PRO X 700GR;126460;0;2;6004;9412;11.200;12.008
NESTLE CHILE S.A.;;NIDO 3+ PRO BOL. 700GR;126462;0;3;5908;8824;10.500;17.724
NESTLE CHILE S.A.;;NIDO ETAP 5+ PRO X 700GR;126461;0;1;6574;8824;10.500;6.574
NESTLE CHILE S.A.;0098 ACCESORIOS MEDICOS;SIMPARICA 20MG 5-10KG X 1 COM;126005;126005;1;4614;6891;8.200;4.614
NESTLE CHILE S.A.;0202 ALIMENTO PARA BEBE;NAN 3 PRO 800GR;126373;261185;2;11813;13866;16.500;23.626
NESTLE CHILE S.A.;0202 ALIMENTO PARA BEBE;NAN S/LACTOS.(AL-110)400G;126009;126009;1;11774;14496;17.250;11.774
NESTLE CHILE S.A.;0202 ALIMENTO PARA BEBE;NIDAL 1 800GRS.;126391;265258;5;11651;14580;17.350;58.255
